Question	A	B	C	D	Réponse correcte	GenRes
"Question : Quel composant ne doit pas être appelé dans une application Web selon le texte ?
A. System.exit()
B. Main()
C. Throwables
D. System.get()"	A					Flagged
"Question : Quelle est la conséquence courante de la mauvaise gestion des threads ?
A. Dégradation de la qualité
B. Fuite de mémoire
C. Plantages applicatifs
D. Corruption de données"	A					Flagged
"**Question :**
Selon le texte, quelle est une conséquence fréquente des vulnérabilités de fixation de session ?

**A.** Accès à un compte utilisateur
**B.** Vol d'informations sensibles
**C.** Blocage de l'application
**D.** Suppression de données

**"	A.**					Flagged
"Question : Quelle est la solution potentielle contre l'invalidation d'une session existante avant de traiter une requête de connexion ?
A. Utiliser un cookie secondaire
B. Invalider tout identifiant de session existant
C. Implémenter un mécanisme de gestion de session plus sécurisé
D. Réorienter une requête vers un site malveillant"	B					Flagged
"**Question :**

Selon le texte, quelle est une stratégie d'atténuation potentielle pour l'attaque par observation du temps ?

A. Spécifier des stratégies d'implémentation qui n'introduisent pas de variations temporelles dans les opérations
B. Comparer les hachages des mots de passe plutôt que les mots de passe eux-mêmes
C. Ajouter des retards artificiels ou aléatoires pour que le temps CPU consommé soit indépendant de l'action
D. Manipuler artificiellement le moment des opérations

**"	** C					Flagged
"Question : Quelle vulnérabilité permet à un attaquant d'accéder à des ressources non autorisées ?
A. Erreurs de signal
B. Course aux conditions
C. Accès contrôlé
D. Référence externe à une ressource dans une autre sphère"	C					Flagged
"Question : Lequel des bogues suivants est lié à la gestion incorrecte d'un signal SIGUSR1 ?
A. CVE-1999-1224
B. CVE-2002-0839
C. CVE-2004-2069
D. CVE-2005-2377"	B					Flagged
"Question : Quelle est une conséquence courante de la mauvaise gestion des erreurs ?

A. Intégrité
B. Disponibilité
C. Lire les données de l'application
D. Créer des fichiers"	C					Flagged
"Question : Quel CWE concerne les codes de retour et d'état incorrects ?
A. CWE-28
B. CWE-214
C. CWE-389
D. CWE-754"	C					B
"Question : Quelle est la faiblesse qui détecte une erreur spécifique mais ne prend aucune mesure pour la gérer ?
A. Echec d'allocation de mémoire
B. Détection d'erreur sans action
C. Valeur de retour incorrecte
D. Mauvais contrôle de la valeur de retour de fonction"	B					B
"Question :  Quel est le problème soulevé par le mauvais exemple en C décrit dans le texte ?
A. L'utilisation de la fonction malloc sans vérification de son retour
B. L'absence de traitement des erreurs de malloc
C. La gestion des erreurs dans le bloc try sans exécution d'actions
D. L'appel de méthodes susceptibles d'échouer sans gestion des erreurs"	B					A
"Question : Dans l'exemple C++ donné, quel type d'erreur est détecté par le premier catch ?
A. Fichier introuvable
B. Fichier non lisible
C. Mémoire insuffisante
D. Fin de fichier atteinte"	A					A
"Question : Quel est le problème avec le code Java présenté dans le texte ?
A. Il n'utilise pas de bloc try/catch.
B. Le bloc catch ne traite pas les exceptions lancées.
C. Le retour est un String null même si l'exception est attrapée.
D. Il ne ferme pas le FileReader."	C					D
"Question : Quel type de manipulation des exceptions est recommandé dans le code présenté ?
A. Ne pas gérer les exceptions
B. Gérer les exceptions dans une clause catch unique
C. Propager les exceptions
D. Gérer correctement chaque exception"	D					D
"Question :
Quel est le nom de la faiblesse décrite dans le texte ?
A. Injection de SQL
B. Manque d'équilibrage de parenthèses
C. Erreur de traitement d'exception non vérifiée
D. Débordement de pile"	C					A
"Question :
Laquelle des situations suivantes ne correspond PAS à la définition de la faiblesse ?
A. Accès à une ressource système dont l'état a été modifié par une instruction précédente.
B. Accès à une ressource système dans un état incompatible avec le type d'accès effectué.
C. Présence d'une erreur dans le logiciel qui n'est pas signalée par un code d'état ou une valeur de retour.
D. Retour d'un code d'état incorrect."	C					D
"Question :
Quel type de statut est renvoyé par une fonction ou une opération lorsque cette dernière présente une faiblesse ?

A. Statut d'erreur
B. Statut de succès
C. Statut incorrect
D. Statut attendu"	C					A
"Question : Quelle est la description succincte de la faiblesse CWE-394 ?

A. La mauvaise gestion d'exceptions peut entraîner des résultats inattendus.
B. Les fonctions retournent des valeurs inattendues, ce qui entraîne des erreurs de déréférencement NULL.
C. L'utilisation d'une capture NullPointerException peut détecter les déréférencements de pointeur NULL.
D. Les erreurs de mise en œuvre peuvent conduire à des états inattendus."	B					A
"Question : Quelle vulnérabilité est causée par un retour de fonction égal à null ?
A. CVE-2005-1267
B. CVE-2005-1858
C. CVE-2005-2553
D. CWE-396"	C					D
"**Question :** Quelle est l'unique circonstance acceptable pour lever explicitement une exception NullPointerException dans un programme ?

A. Signaliser une condition d'erreur
B. Fournir des entrées inattendues aux classes testées
C. Traiter une exception de type générique
D. Éviter le traitement complexe des erreurs

**"	** A					A
"Question : Laquelle des affirmations suivantes décrit un inconvénient d'utiliser un bloc `catch` générique qui gère toutes les exceptions ?

A. Cela empêche le compilateur de signaler les exceptions modifiées.
B. Cela masque les exceptions qui ne devraient pas être gérées par le bloc `catch`.
C. Cela augmente la complexité du code d'erreur.
D. Les trois options ci-dessus."	D					D
"Quelle est la relation entre la faiblesse CWE-398 et la norme CERT Java Secure Coding ?

A. Parent
B. Enfant
C. Frère
D. Cousin"	B					A
"Question : Quelle erreur est liée à une libération incorrecte de la mémoire avant de supprimer la dernière référence ?
A. 401
B. 404
C. 415
D. 416"	A					D
"Question :
Quel identifiant est associé à la faiblesse ""Uncontrolled Resource Consumption ('Resource Exhaustion') "" ?

A. 398
B. 400
C. 635
D. 699565"	B					A
"Question : La méthode de détection automatisée qui a une utilité limitée pour reconnaître les problèmes d'épuisement des ressources est :
A. Analyse statique automatisée
B. Analyse dynamique automatisée
C. Analyse manuelle
D. Analyse automatisée des fichiers de configuration"	A					A
"Question : Quelle technique peut générer des problèmes d'épuisement des ressources dans les logiciels ?
A. Opportunistic
B. Fuzzing
C. Démonstrative
D. Itérative"	B					Flagged
"Question : Laquelle des vulnérabilités suivantes n'est pas liée à l'épuisement des ressources ?
A. CVE-2006-1173
B. CVE-2009-1928
C. CVE-2008-2122
D. CVE-2007-4103"	C					B
"Question : Quelle mesure d'atténuation est recommandée pour prévenir les attaques par épuisement des ressources ?
A. Mettre en place des mécanismes de limitation dans l'architecture du système
B. Consigner la fréquence des requêtes reçues des utilisateurs
C. Limiter l'accès à la base de données
D. Mettre en œuvre un modèle d'authentification et de contrôle d'accès strict"	A					Flagged
"Question : La faiblesse CWE-401 est la suivante :
A. Inducing Account Lockout
B. Exploitation d'hypothèses implicites concernant le contenu XML
C. Libération incorrecte de la mémoire avant suppression de la dernière référence (fuite de mémoire)
D. Épuisement des ressources par injection DTD"	C					Flagged
"Question : Quelle cause commune de fuite de mémoire est évoquée dans le texte ?
A. Erreurs de programmation
B. Attaques malveillantes
C. Bug mémoire
D. Mauvaise gestion de la pile"	A					Flagged
"Question :  Quelle est la cause de la fuite de mémoire dans CVE-2005-3119 ?
A. La variable de compteur n'est pas décrémentée
B. La fonction ne libère pas un élément d'une structure de données
C. Le noyau utilise la mauvaise fonction pour libérer une structure de données
D. Une mauvaise gestion de la mémoire dans le code C++"	B					B
"Question : Selon le texte, quelle définition correspond à une fuite de mémoire ?

A. Obtention de l'identité d'une ressource mémoire allouée dynamiquement
B. Perte de l'identité d'une ressource mémoire allouée dynamiquement qui n'est jamais libérée
C. Allocation d'une ressource mémoire allouée dynamiquement
D. Transmission d'une ressource mémoire allouée dynamiquement à une autre zone"	B					B
"Question : Quel(s) système(s) d'exploitation est(sont) concerné(s) par la faille CVE-404 ?
A. Windows
B. UNIX
C. Mac OS
D. Linux"	B					A
"**Question :**

Quel est le principal risque associé aux erreurs de libération de ressources ?

A. Fuite de données sensibles
B. Ralentissement des performances
C. Attaques par déni de service
D. Crashs du logiciel

**"	** C					A
"Question : Selon le texte, qu'est-ce qui peut indiquer des conditions inattendues non gérées par l'application elle-même ?
A. Un déclenchement d'une exception non gérée ou d'une erreur similaire
B. Une fermeture inattendue d'une connexion de base de données
C. L'utilisation de tous les descripteurs de fichiers disponibles sur la machine virtuelle
D. L'ouverture d'une connexion de base de données sans l'utiliser"	A					A
"Question : Quel est un exemple de langage qui effectue la collecte automatique des déchets ?
A. C++
B. Java
C. Python
D. Fortran"	B					C
"Question :
Lequel des éléments suivants n'est PAS un mappage de taxonomie pour la faiblesse CWE-405 ?

A. PLOVER
B. OWASP Top Ten 2004
C. CERT C Secure Coding FIO42-C
D. CERT Java Secure Coding FIO06-J"	B					B
"**Question :**

Quelle est la conséquence commune de CWE-406 ?

A. Amplification de ressources asymétriques
B. DoS : consommation de ressources
C. Attaques par inondation
D. Attaques par déni de service

**"	** B					B
"Question : Quel est le problème de sécurité décrit dans le texte ?

A. Injection SQL
B. Vulnérabilité de script intersite
C. Amplification de réseau
D. Déni de service"	C					D
"Question : Quelle attaque a été utilisée pour envoyer des paquets ICMP usurpé vers des adresses de diffusion ?
A. CVE-1999-1066
B. CVE-1999-0513
C. CVE-1999-1379
D. CVE-2000-0041"	B					A
"Question :
Quel type d'erreur correspond à CVE-2004-2527 ?

A. Déni de service par amplification
B. Fuite de mémoire
C. Erreur d'initialisation
D. Collision de table de hachage"	A					A
"Question :
Laquelle des affirmations suivantes décrit le mieux l'objectif du code donné ?

A. Lire un fichier et l'imprimer si l'utilisateur est autorisé
B. Créer des répertoires avant d'authentifier l'utilisateur
C. Gérer les erreurs d'authentification
D. Limiter la taille des fichiers passés à ZipInputStream"	A					A
"Question : Quelle est la principale conséquence de la faiblesse CWE-410 ?
A. Fuite de mémoire
B. Déni de service
C. Injection SQL
D. Exécution de code à distance"	B					D
"**Question :**

Parmi les options suivantes, laquelle **N'EST PAS** une mesure préventive contre les erreurs de gestion des ressources ?

**A.** Vérification de la vitesse pour détecter les comportements abusifs
**B.** Implémentation d'équilibrage de charge
**C.** Fermeture des poignées de ressources lorsqu'elles ne sont plus nécessaires
**D.** Cryptage des données sensibles

**"	** D					D
